modelName,param,storyName,clipt,clipi,accs
StoryAdapter,TopK+id6,mai_an_tiem,0.3143994140625,0.7054714626736112,0.311444861147584
StoryAdapter,TopK+id6,son_tinh_thuy_tinh,0.2620442708333333,0.6136410361842105,0.27764892578125
StoryAdapter,TopK+id6,so_dua,0.27468436104910715,0.709912109375,0.3204166666666667
StoryAdapter,TopK+id6,tam_cam,0.27141615923713236,0.7937174479166667,0.3453537068039021
StoryAdapter,TopK+id6,thach_sanh,0.30203683035714285,0.7943892045454546,0.17187655009920635
StoryAdapter,TopK+id6,thanh_giong,0.2526380750868056,0.7226806640625,0.32260579427083336
StoryAdapter,TopK+id6,trai_sau_rieng,0.3270210597826087,0.8195452008928571,0.2021942138671875
StoryAdapter,TopK+id6,trau_cau,0.2521565755208333,0.739990234375,0.2251376065340909
StoryAdapter,TopK+id8,ba_luoi_riu,0.33871694711538464,0.8451772836538461,0.6531110491071428
StoryAdapter,TopK+id8,cau_be_thong_minh,0.2900390625,0.712890625,0.16907755533854169
StoryAdapter,TopK+id8,cau_be_tich_chu,0.3266398111979167,0.8243272569444444,0.523162841796875
StoryAdapter,TopK+id8,cay_huyet_du,0.25150923295454547,0.8035016741071429,0.35221354166666663
StoryAdapter,TopK+id8,cay_khe,0.3024471507352941,0.7796630859375,0.4346449110243056
StoryAdapter,TopK+id8,cay_tre_tram_dot,0.263275146484375,0.6532738095238095,0.34160505022321425
StoryAdapter,TopK+id8,chim_da_da,0.3000543767755682,0.7333409926470589,0.41474772135416665
StoryAdapter,TopK+id8,chim_hit_co,0.26866048177083335,0.7550223214285714,0.1612548828125
StoryAdapter,TopK+id8,chim_nam_trau_sau_cot_va_chim_bat_co_troi_cot,0.30276053292410715,0.7189378004807693,0.32721964518229163
StoryAdapter,TopK+id8,chim_quoc,0.2585313585069444,0.7546875,0.464215087890625
StoryAdapter,TopK+id8,chim_tu_hu,0.2588923527644231,0.8127964564732143,0.3977521929824561
StoryAdapter,TopK+id8,coc_kien_troi,0.3001125169836957,0.7636871337890625,0.35815248842592595
StoryAdapter,TopK+id8,con_rong_chau_tien,0.292291259765625,0.775146484375,0.18277587890625
StoryAdapter,TopK+id8,da_trang,0.2825927734375,0.8000567036290323,0.11203438895089286
StoryAdapter,TopK+id8,ho_guom,0.28916131882440477,0.7462380149147727,0.2691374279203869
StoryAdapter,TopK+id8,mai_an_tiem,0.3160498046875,0.7067057291666666,0.313764197085084
StoryAdapter,TopK+id8,son_tinh_thuy_tinh,0.2586737738715278,0.6131527549342105,0.224853515625
StoryAdapter,TopK+id8,so_dua,0.2736118861607143,0.713427734375,0.32611490885416666
StoryAdapter,TopK+id8,tam_cam,0.269775390625,0.7928304036458333,0.25950559585813493
StoryAdapter,TopK+id8,thach_sanh,0.30166480654761907,0.795166015625,0.18534830729166665
StoryAdapter,TopK+id8,thanh_giong,0.2533637152777778,0.7251953125,0.32339680989583336
StoryAdapter,TopK+id8,trai_sau_rieng,0.3258003566576087,0.8145228794642857,0.1576080322265625
StoryAdapter,TopK+id8,trau_cau,0.2550591362847222,0.7529296875,0.2198153409090909
